,MODEL,C,Epsilon,Kernel,R2_fold1,R2_fold2,R2_fold3,R2_fold4,R2_fold5
214,SVR,15,0.4,rbf,-0.20790194234031123,-0.20813151866333635,-0.21004438428470507,-0.21499627673971955,-0.2074472675447827
215,SVR,15,0.5,rbf,-0.20774425607129698,-0.20814104743877282,-0.2099254445791403,-0.2148949711255559,-0.20740785497034886
216,SVR,20,0.1,rbf,-0.20696513515388903,-0.20662482454704234,-0.20873015714689092,-0.21372019672215137,-0.20624014296048454
217,SVR,20,0.2,rbf,-0.20678495538263908,-0.2065892456070455,-0.20862753433738623,-0.21364375222587495,-0.20616002313521675
218,SVR,20,0.3,rbf,-0.2067621288034227,-0.20653888279504828,-0.20864901334752828,-0.21361973374797993,-0.20606840104740076
219,SVR,20,0.4,rbf,-0.20675549848238384,-0.20653888279504828,-0.20864469354420523,-0.21357505112855146,-0.20592785028799065
220,SVR,20,0.5,rbf,-0.20661120226122653,-0.20655156846925316,-0.20848630910748644,-0.2134419563116221,-0.20587537242038034
221,SVR,25,0.1,rbf,-0.20560798047619788,-0.20505576260474734,-0.2074620355881529,-0.2123405826160889,-0.20480027823413116
222,SVR,25,0.2,rbf,-0.20538306122198002,-0.20494849421034322,-0.20726757672803564,-0.2122413326355308,-0.20470024894536287
223,SVR,25,0.3,rbf,-0.20535457229064846,-0.20494849421034322,-0.20725446380949264,-0.21221135131396474,-0.2045858860112726
224,SVR,25,0.4,rbf,-0.2053462933191561,-0.20494849421034322,-0.20723953929851935,-0.21216764972326985,-0.2044104518083536
225,SVR,25,0.5,rbf,-0.20516620605305147,-0.2049643271034607,-0.2071049235967486,-0.21198942539557097,-0.20434494476338227
226,SVR,30,0.1,rbf,-0.20425246906786088,-0.20348888442780222,-0.20610854050848348,-0.21095956026452067,-0.20336221651899655
227,SVR,30,0.2,rbf,-0.2039829325146123,-0.20336035290922028,-0.20587547752355406,-0.21084061298600454,-0.20324232596385539
228,SVR,30,0.3,rbf,-0.20394879894824247,-0.20336035290922028,-0.2058597634201338,-0.2108046855310881,-0.20310528805375827
229,SVR,30,0.4,rbf,-0.20393887489821916,-0.20336035290922028,-0.20584187667815845,-0.2107523159503879,-0.2028950721058702
230,SVR,30,0.5,rbf,-0.20372310979130326,-0.2033793233413963,-0.20568054824916793,-0.21055429700657746,-0.202816571999356
231,SVR,35,0.1,rbf,-0.20289860092887735,-0.201924190016203,-0.20465199364439313,-0.20958018695438563,-0.20192595781507983
232,SVR,35,0.2,rbf,-0.20258456926053658,-0.20177445889168188,-0.20462134436137358,-0.2094415932772955,-0.20178625419069252
233,SVR,35,0.3,rbf,-0.20254480877620362,-0.20177445889168188,-0.2046157896622176,-0.2093997363993505,-0.20162660717486114
234,SVR,35,0.4,rbf,-0.2025332432195719,-0.20179835047732397,-0.20447624279703103,-0.20933872293802236,-0.2013571754895056
235,SVR,35,0.5,rbf,-0.20228191347598234,-0.20179655718305956,-0.2042799474643251,-0.2091080096324236,-0.20129025412830082
236,SVR,40,0.1,rbf,-0.20154637605924908,-0.20036167936995297,-0.2032930192140774,-0.20820246268568243,-0.20049892483339216
237,SVR,40,0.2,rbf,-0.2011879714597531,-0.20019081215772583,-0.20325493419273366,-0.20804977942680125,-0.20033203362587582
238,SVR,40,0.3,rbf,-0.20114260177453303,-0.20019081215772583,-0.20324859270573326,-0.2079965039187508,-0.2001498433745812
239,SVR,40,0.4,rbf,-0.20112939828321585,-0.20021807600090247,-0.20308940292901778,-0.20792687068617322,-0.19984236628837726
240,SVR,40,0.5,rbf,-0.2008426171070885,-0.2002160286284509,-0.2029121981516102,-0.20766355124607538,-0.1997659911502161
241,SVR,45,0.1,rbf,-0.20019579445897473,-0.19893285073601974,-0.20212448549246487,-0.20682638745841309,-0.19895080926326658
242,SVR,45,0.2,rbf,-0.19979313911226204,-0.19860941270735277,-0.20191003587934864,-0.20665484143192647,-0.19888729865531474
243,SVR,45,0.3,rbf,-0.19974217794323046,-0.19860941270735277,-0.20190295886610277,-0.20659498808929055,-0.19867499665291533
244,SVR,45,0.4,rbf,-0.19972734008914905,-0.19864003860153256,-0.20171005867416003,-0.20651675919484092,-0.19832958537584267
245,SVR,45,0.5,rbf,-0.19940522068462174,-0.1986377376775701,-0.20148763684059978,-0.2062209218475326,-0.19824378306510382
246,SVR,50,0.1,rbf,-0.19884685612805453,-0.1973890915204961,-0.2009580559870212,-0.20545196127257714,-0.19750811143076463
247,SVR,50,0.2,rbf,-0.19840007221806255,-0.19721979629690334,-0.20039508549767615,-0.20526160195398635,-0.19743761898007572
248,SVR,50,0.3,rbf,-0.19834353728229548,-0.19703026054056338,-0.20038719778066771,-0.20519518891096844,-0.19720206700986664
249,SVR,50,0.4,rbf,-0.1983270686373737,-0.19706423827921382,-0.20036837960190268,-0.20510838846402502,-0.19681883275190448
250,SVR,50,0.5,rbf,-0.1979697242085816,-0.19706168433041693,-0.20006537086575715,-0.20478012143679614,-0.19672362987296155
251,SVR,55,0.1,rbf,-0.19741730215634057,-0.19584747066706054,-0.19973812578557437,-0.20407918412817372,-0.1960672478698695
252,SVR,55,0.2,rbf,-0.19700877077715484,-0.1956614841014297,-0.19911896433163379,-0.20387006099298044,-0.1959897885547386
253,SVR,55,0.3,rbf,-0.1969466797917283,-0.1956614841014297,-0.19912401815590708,-0.20380465312336815,-0.1956783655034473
254,SVR,55,0.4,rbf,-0.1969285839278887,-0.1957048467380338,-0.1991041656554886,-0.20370175849372552,-0.1953101084165607
255,SVR,55,0.5,rbf,-0.19653612767896922,-0.19548786858699185,-0.1986716361823817,-0.20334115001386577,-0.1952055315737906
256,SVR,60,0.1,rbf,-0.1960642367835841,-0.19430798817571393,-0.198427728314015,-0.20270805602520436,-0.19462821858057966
257,SVR,60,0.2,rbf,-0.19561923478953958,-0.19410535357355707,-0.1977725520485527,-0.2024802185489083,-0.194543807379304
258,SVR,60,0.3,rbf,-0.19555160547152917,-0.19410535357355707,-0.19775865503801415,-0.20240896473131476,-0.19391801282159826
259,SVR,60,0.4,rbf,-0.19553188596069337,-0.19415262677169443,-0.19773702291044315,-0.20229686928394264,-0.19381442689043027
260,SVR,60,0.5,rbf,-0.19510443109578324,-0.19411455788215415,-0.197265749051996,-0.20190400757874127,-0.19368948816759057
261,SVR,65,0.1,rbf,-0.1947128254305477,-0.19277064404645472,-0.1971188662270955,-0.20133857696366708,-0.19320240873852268
262,SVR,65,0.2,rbf,-0.1942314642552161,-0.19255140471328458,-0.19641001207106568,-0.2010920746217706,-0.19309967545377105
263,SVR,65,0.3,rbf,-0.19415831432169806,-0.19255140471328458,-0.19639497102476033,-0.20101499155985914,-0.19242271051102366
264,SVR,65,0.4,rbf,-0.1941369747357884,-0.19260258322356605,-0.1963715634609744,-0.20089372083467616,-0.19231066208073955
265,SVR,65,0.5,rbf,-0.193674634459025,-0.1925613929478256,-0.19586164129649353,-0.20046869413142354,-0.19218745085850375
266,SVR,70,0.1,rbf,-0.19341554482789314,-0.19123543827928424,-0.19576945694809922,-0.19997074694356298,-0.1916693444031794
267,SVR,70,0.2,rbf,-0.19286553570883846,-0.19099963752061422,-0.19511421446842925,-0.19970562921156754,-0.1916693444031794
268,SVR,70,0.3,rbf,-0.19276680634223453,-0.19099963752061422,-0.19505630347179825,-0.19962273360900173,-0.19094164601000996
269,SVR,70,0.4,rbf,-0.19274385025317464,-0.19105471609364688,-0.19501771541834567,-0.1992585983854931,-0.19080892326299148
270,SVR,70,0.5,rbf,-0.19224673776869317,-0.19101041228113358,-0.19471485841257863,-0.19903520967191102,-0.19067642030771137
271,SVR,75,0.1,rbf,-0.19207112983531438,-0.18970237087420294,-0.19446072183225516,-0.1986045659648923,-0.19022974942199822
272,SVR,75,0.2,rbf,-0.19162853066706642,-0.18945005199554465,-0.19375954884508007,-0.19832088231829825,-0.19022974942199844
273,SVR,75,0.3,rbf,-0.19137708153313837,-0.18945005199554465,-0.19370897704452839,-0.1982321908787421,-0.18945120127694426
274,SVR,75,0.4,rbf,-0.19135251251285013,-0.1895090253819398,-0.19365628383558087,-0.19785261865708192,-0.18932280434206028
275,SVR,75,0.5,rbf,-0.1908207410247893,-0.189461615882077,-0.19333221228482533,-0.19745165180921487,-0.18916744232790084
276,SVR,80,0.1,rbf,-0.19072836086020506,-0.18867004654925656,-0.19317421703891968,-0.1972400340276541,-0.1887920016583271
277,SVR,80,0.2,rbf,-0.19025696392393732,-0.1882296708749407,-0.19252389004053416,-0.19693783394196318,-0.18879200165832644
278,SVR,80,0.3,rbf,-0.19015800195644372,-0.1879026481380759,-0.19250379807081242,-0.19684336336908048,-0.18796275425535502
279,SVR,80,0.4,rbf,-0.18996296151481684,-0.1879655110884435,-0.192335228854581,-0.19643904108800325,-0.1878260052841234
280,SVR,80,0.5,rbf,-0.18939664422731162,-0.18791500375065606,-0.19197146621210215,-0.1960119056323384,-0.18767493775523247
281,SVR,85,0.1,rbf,-0.1893872379025645,-0.18718293318458823,-0.19186984681410846,-0.19594462263074797,-0.18735610111216383
282,SVR,85,0.2,rbf,-0.1888871318036771,-0.18670426271083884,-0.1911797229654797,-0.1956189014983618,-0.18735610111216405
283,SVR,85,0.3,rbf,-0.18878215894759087,-0.18670426271083884,-0.19118741273949724,-0.19545625108001707,-0.1861759975078583
284,SVR,85,0.4,rbf,-0.18857519725907368,-0.18642417321315796,-0.19097952928724427,-0.19502724808394278,-0.1863312299075781
285,SVR,85,0.5,rbf,-0.18797444737626146,-0.1864422503910892,-0.19059353045711092,-0.1945740143349035,-0.18617094655035227
286,SVR,90,0.1,rbf,-0.18804776096239162,-0.18568706688308012,-0.19056701844755453,-0.19460236551650367,-0.1859220477835084
287,SVR,90,0.2,rbf,-0.18751903430628447,-0.1851809626972447,-0.1898371975824651,-0.19424279769576036,-0.18592204778350818
288,SVR,90,0.3,rbf,-0.18740807105976853,-0.1851809626972447,-0.18984532581283564,-0.19407085401155166,-0.18467434401563776
289,SVR,90,0.4,rbf,-0.1873604248170675,-0.1850767440640344,-0.18963913353964323,-0.193631369221978,-0.18477506260917154
290,SVR,90,0.5,rbf,-0.18655415047163837,-0.18464004842000392,-0.1892173255481997,-0.19314998556899643,-0.18466900560241917
291,SVR,95,0.1,rbf,-0.18670993003968728,-0.18419322835712282,-0.1892771984797199,-0.19324742852909327,-0.1844898416723617
292,SVR,95,0.2,rbf,-0.1861526714317605,-0.1836597708341572,-0.18853062642860685,-0.1928683786242229,-0.1844898416723617
293,SVR,95,0.3,rbf,-0.18603573829297626,-0.1836597708341572,-0.18851584195899718,-0.19268717216368403,-0.18317473970709375
294,SVR,95,0.4,rbf,-0.1860100461429317,-0.1835499388573234,-0.18847976994062043,-0.19222391389866056,-0.18328090580431233
295,SVR,95,0.5,rbf,-0.18529607048344876,-0.1830896213315838,-0.18785316592608048,-0.19173122377433782,-0.18316911491143228
296,SVR,100,0.1,rbf,-0.1854402157359205,-0.18270141760671854,-0.1879780486021052,-0.19189412428265196,-0.18305948277872242
297,SVR,100,0.2,rbf,-0.184788043180105,-0.18214068712158005,-0.18719315020947613,-0.19151242270866553,-0.18305948277872264
298,SVR,100,0.3,rbf,-0.18466516064721428,-0.18214068712158005,-0.18717760414609375,-0.1913052055364146,-0.18167718458222604
299,SVR,100,0.4,rbf,-0.1846381322656252,-0.18202526038853506,-0.1871545432870394,-0.19085691124879745,-0.18178878260694664
300,SVR,100,0.5,rbf,-0.18388776605906854,-0.1815413882429182,-0.18664741938044394,-0.19030030882740911,-0.18167127447739229
301,SVR,5,0.1,sigmoid,0.03894536728733311,0.0398467143153457,0.042240759423048946,0.03551140097804151,0.03938636481430302
302,SVR,5,0.2,sigmoid,0.03894536728733311,0.0398467143153457,0.042240759423048946,0.03551140097804151,0.03938636481430302
303,SVR,5,0.3,sigmoid,0.03894536728733311,0.0398467143153457,0.042240759423048946,0.03551140097804151,0.03938636481430302
304,SVR,5,0.4,sigmoid,0.03894536728733311,0.0398467143153457,0.042240759423048946,0.03551140097804151,0.03938636481430302
305,SVR,5,0.5,sigmoid,0.03894536728733311,0.0398467143153457,0.042240759423048946,0.03551140097804151,0.03938636481430302
306,SVR,10,0.1,sigmoid,0.06845239529307301,0.07183357891962161,0.07690843638729561,0.0667980577085624,0.07244235148585654
307,SVR,10,0.2,sigmoid,0.06845239529307301,0.07183357891962161,0.07690843638729561,0.0667980577085624,0.07244235148585654
308,SVR,10,0.3,sigmoid,0.06845239529307301,0.07183357891962161,0.07690843638729561,0.0667980577085624,0.07244235148585654
309,SVR,10,0.4,sigmoid,0.06845239529307301,0.07183357891962161,0.07690843638729561,0.0667980577085624,0.07244235148585654
310,SVR,10,0.5,sigmoid,0.06845239529307301,0.07183357891962161,0.07690843638729561,0.0667980577085624,0.07244235148585654
311,SVR,15,0.1,sigmoid,-0.17743152471956591,-0.14830436220926058,-0.1302943581064948,-0.1714810838784302,-0.17214882187454417
312,SVR,15,0.2,sigmoid,-0.17743152471956591,-0.14830436220926058,-0.1302943581064948,-0.1714810838784302,-0.17214882187454417
313,SVR,15,0.3,sigmoid,-0.17743152471956591,-0.14830436220926058,-0.1302943581064948,-0.1714810838784302,-0.17214882187454417
314,SVR,15,0.4,sigmoid,-0.17743152471956591,-0.14830436220926058,-0.1302943581064948,-0.1714810838784302,-0.17214882187454417
315,SVR,15,0.5,sigmoid,-0.17743152471956591,-0.14830436220926058,-0.1302943581064948,-0.1714810838784302,-0.17214882187454417
316,SVR,20,0.1,sigmoid,-0.6107168662530253,-0.5313910751758264,-0.5281634724638902,-0.567953111539764,-0.6020498801616414
317,SVR,20,0.2,sigmoid,-0.6107168662530253,-0.5313910751758264,-0.5281634724638902,-0.567953111539764,-0.6020498801616414
318,SVR,20,0.3,sigmoid,-0.6107168662530253,-0.5313910751758264,-0.5281634724638902,-0.567953111539764,-0.6020498801616414
319,SVR,20,0.4,sigmoid,-0.6107168662530253,-0.5313910751758264,-0.5281634724638902,-0.567953111539764,-0.6020498801616414
320,SVR,20,0.5,sigmoid,-0.6107168662530253,-0.5313910751758264,-0.5281634724638902,-0.567953111539764,-0.6020498801616414
321,SVR,25,0.1,sigmoid,-0.6831715911864631,-0.5871524662517049,-0.606819255799016,-0.6331059293110561,-0.6832409546529694
322,SVR,25,0.2,sigmoid,-0.6831715911864631,-0.5871524662517049,-0.606819255799016,-0.6331059293110561,-0.6832409546529694
323,SVR,25,0.3,sigmoid,-0.6831715911864631,-0.5871524662517049,-0.606819255799016,-0.6331059293110561,-0.6832409546529694
324,SVR,25,0.4,sigmoid,-0.6831715911864631,-0.5871524662517049,-0.606819255799016,-0.6331059293110561,-0.6832409546529694
325,SVR,25,0.5,sigmoid,-0.6831715911864631,-0.5871524662517049,-0.606819255799016,-0.6331059293110561,-0.6832409546529694
326,SVR,30,0.1,sigmoid,-0.5627796877311493,-0.43156395884256793,-0.65916457360138,-0.4901022226096601,-0.5551185823616336
327,SVR,30,0.2,sigmoid,-0.5627796877311493,-0.43156395884256793,-0.65916457360138,-0.4901022226096601,-0.5551185823616336
328,SVR,30,0.3,sigmoid,-0.5627796877311493,-0.43156395884256793,-0.65916457360138,-0.4901022226096601,-0.5551185823616336
329,SVR,30,0.4,sigmoid,-0.5627796877311493,-0.43156395884256793,-0.65916457360138,-0.4901022226096601,-0.5551185823616336
330,SVR,30,0.5,sigmoid,-0.5627796877311493,-0.43156395884256793,-0.65916457360138,-0.4901022226096601,-0.5551185823616336
331,SVR,35,0.1,sigmoid,-0.38698522809043645,-0.30896601580968786,-0.44517331019604356,-0.3487220140782312,-0.35679587550127856
332,SVR,35,0.2,sigmoid,-0.38698522809043645,-0.30896601580968786,-0.44517331019604356,-0.3487220140782312,-0.35679587550127856
333,SVR,35,0.3,sigmoid,-0.38698522809043645,-0.30896601580968786,-0.44517331019604356,-0.3487220140782312,-0.35679587550127856
334,SVR,35,0.4,sigmoid,-0.38698522809043645,-0.30896601580968786,-0.44517331019604334,-0.3487220140782312,-0.35679587550127856
335,SVR,35,0.5,sigmoid,-0.38698522809043645,-0.30896601580968786,-0.44517331019604356,-0.3487220140782312,-0.35679587550127856
336,SVR,40,0.1,sigmoid,-0.4794553404030373,-0.4625204703204606,-0.6066999546000162,-0.48436303791947544,-0.4867232897508891
337,SVR,40,0.2,sigmoid,-0.4794553404030373,-0.4625204703204606,-0.6066999546000162,-0.48436303791947544,-0.4867232897508891
338,SVR,40,0.3,sigmoid,-0.4794553404030373,-0.4625204703204606,-0.6066999546000162,-0.48436303791947544,-0.4867232897508891
339,SVR,40,0.4,sigmoid,-0.4794553404030373,-0.4625204703204606,-0.6066999546000162,-0.48436303791947544,-0.4867232897508891
340,SVR,40,0.5,sigmoid,-0.4794553404030373,-0.4625204703204606,-0.6066999546000162,-0.48436303791947544,-0.4867232897508891
341,SVR,45,0.1,sigmoid,-0.794280676798732,-0.8459698695775812,-0.8354729460600168,-0.7904309381672063,-0.778324549258713
342,SVR,45,0.2,sigmoid,-0.794280676798732,-0.8459698695775812,-0.8354729460600168,-0.7904309381672063,-0.778324549258713
343,SVR,45,0.3,sigmoid,-0.794280676798732,-0.8459698695775812,-0.8354729460600168,-0.7904309381672063,-0.778324549258713
344,SVR,45,0.4,sigmoid,-0.794280676798732,-0.8459698695775812,-0.8354729460600168,-0.7904309381672063,-0.778324549258713
345,SVR,45,0.5,sigmoid,-0.794280676798732,-0.8459698695775812,-0.8354729460600168,-0.7904309381672063,-0.778324549258713
346,SVR,50,0.1,sigmoid,-1.2674682892534883,-1.4158951737679848,-1.0597568529961117,-1.329679313919491,-1.2956012930474285
347,SVR,50,0.2,sigmoid,-1.2674682892534883,-1.4158951737679848,-1.0597568529961117,-1.329679313919491,-1.2956012930474285
348,SVR,50,0.3,sigmoid,-1.2674682892534888,-1.4158951737679848,-1.0597568529961117,-1.3296793139194913,-1.295601293047429
349,SVR,50,0.4,sigmoid,-1.2674682892534883,-1.4158951737679848,-1.0597568529961117,-1.329679313919491,-1.2956012930474285
350,SVR,50,0.5,sigmoid,-1.2674682892534883,-1.4158951737679848,-1.0597568529961117,-1.329679313919491,-1.2956012930474285
351,SVR,55,0.1,sigmoid,-1.8047464303140845,-2.0387457499617794,-1.3894068989436428,-1.9881073130878861,-1.957376288597549
352,SVR,55,0.2,sigmoid,-1.8047464303140845,-2.0387457499617794,-1.3894068989436428,-1.9881073130878861,-1.957376288597549
353,SVR,55,0.3,sigmoid,-1.8047464303140845,-2.0387457499617794,-1.3894068989436428,-1.9881073130878861,-1.957376288597549
354,SVR,55,0.4,sigmoid,-1.8047464303140845,-2.0387457499617794,-1.3894068989436428,-1.9881073130878861,-1.957376288597549
355,SVR,55,0.5,sigmoid,-1.8047464303140845,-2.0387457499617794,-1.3894068989436428,-1.9881073130878861,-1.957376288597549
356,SVR,60,0.1,sigmoid,-2.6171284178485674,-2.8067178542617928,-1.7824882100336494,-2.6037410070657714,-2.7160267004466028
357,SVR,60,0.2,sigmoid,-2.6171284178485674,-2.8067178542617928,-1.7824882100336494,-2.6037410070657714,-2.7160267004466028
358,SVR,60,0.3,sigmoid,-2.6171284178485674,-2.8067178542617928,-1.7824882100336494,-2.6037410070657714,-2.7160267004466028
359,SVR,60,0.4,sigmoid,-2.6171284178485674,-2.8067178542617928,-1.7824882100336494,-2.6037410070657714,-2.7160267004466028
360,SVR,60,0.5,sigmoid,-2.6171284178485674,-2.8067178542617928,-1.7824882100336494,-2.6037410070657714,-2.7160267004466028
361,SVR,65,0.1,sigmoid,-3.578592792261328,-3.546158095528374,-2.1794273134241404,-3.6000223711096613,-3.567578459700673
362,SVR,65,0.2,sigmoid,-3.578592792261328,-3.546158095528374,-2.1794273134241404,-3.6000223711096613,-3.567578459700673
363,SVR,65,0.3,sigmoid,-3.578592792261328,-3.546158095528374,-2.1794273134241404,-3.6000223711096613,-3.567578459700673
364,SVR,65,0.4,sigmoid,-3.578592792261328,-3.546158095528374,-2.1794273134241404,-3.6000223711096613,-3.567578459700673
365,SVR,65,0.5,sigmoid,-3.578592792261328,-3.546158095528374,-2.1794273134241404,-3.6000223711096613,-3.567578459700673
366,SVR,70,0.1,sigmoid,-4.571221361813461,-3.5274496133354107,-2.62062180588845,-4.55722253307354,-4.517489465825065
367,SVR,70,0.2,sigmoid,-4.571221361813461,-3.5274496133354107,-2.62062180588845,-4.55722253307354,-4.517489465825065
368,SVR,70,0.3,sigmoid,-4.571221361813461,-3.5274496133354107,-2.62062180588845,-4.55722253307354,-4.517489465825065
369,SVR,70,0.4,sigmoid,-4.571221361813461,-3.5274496133354107,-2.62062180588845,-4.55722253307354,-4.517489465825065
370,SVR,70,0.5,sigmoid,-4.571221361813461,-3.5274496133354107,-2.62062180588845,-4.55722253307354,-4.517489465825065
371,SVR,75,0.1,sigmoid,-5.343162983464085,-3.847144599033798,-3.0988542471963525,-5.447977519441386,-5.3203785035582545
372,SVR,75,0.2,sigmoid,-5.343162983464085,-3.847144599033798,-3.0988542471963525,-5.447977519441386,-5.3203785035582545
373,SVR,75,0.3,sigmoid,-5.343162983464085,-3.847144599033798,-3.0988542471963525,-5.447977519441386,-5.3203785035582545
374,SVR,75,0.4,sigmoid,-5.3429162424804355,-3.847144599033798,-3.0988542471963525,-5.447977519441386,-5.3203785035582545
375,SVR,75,0.5,sigmoid,-5.3429162424804355,-3.847144599033798,-3.0988542471963525,-5.447977519441386,-5.3203785035582545
376,SVR,80,0.1,sigmoid,-6.491268169554642,-4.878851323852098,-3.663103594107729,-6.229029667808455,-6.105089453578156
377,SVR,80,0.2,sigmoid,-6.491268169554642,-4.878851323852098,-3.663103594107729,-6.229029667808455,-6.105089453578156
378,SVR,80,0.3,sigmoid,-6.491268169554642,-4.878851323852098,-3.663103594107729,-6.229029667808455,-6.105089453578156
379,SVR,80,0.4,sigmoid,-6.491268169554642,-4.878851323852098,-3.663103594107729,-6.229029667808455,-6.105089453578156
380,SVR,80,0.5,sigmoid,-6.491268169554642,-4.878849818699316,-3.663103594107729,-6.229022609379458,-6.105089453578156
381,SVR,85,0.1,sigmoid,-7.594519199254373,-4.433036060746439,-4.216353423089722,-6.7299512808134265,-7.131956616893319
382,SVR,85,0.2,sigmoid,-7.594519199254373,-4.433039142839048,-4.216353423089722,-6.730408051534714,-7.131956616893319
383,SVR,85,0.3,sigmoid,-7.594519199254373,-4.433039142839048,-4.216353423089722,-6.730408051534714,-7.131956616893319
384,SVR,85,0.4,sigmoid,-7.594519199254373,-4.433039142839048,-4.216353423089722,-6.730408051534714,-7.131956616893319
385,SVR,85,0.5,sigmoid,-7.594519199254373,-4.433039142839048,-4.216353423089722,-6.730408051534714,-7.131956616893319
386,SVR,90,0.1,sigmoid,-8.570192485515538,-5.544278636390815,-4.919927786167838,-8.66568668078566,-8.084988396619956
387,SVR,90,0.2,sigmoid,-8.570192485515543,-5.544278636390815,-4.919927786167838,-8.665686680785665,-8.084988396619956
388,SVR,90,0.3,sigmoid,-8.570192485515543,-5.544278636390815,-4.919927786167838,-8.66568668078566,-8.084988396619956
389,SVR,90,0.4,sigmoid,-8.570192485515543,-5.544278636390815,-4.919927786167838,-8.665686680785665,-8.084988396619956
390,SVR,90,0.5,sigmoid,-8.570192485515543,-5.544278636390815,-4.919927786167838,-8.665686680785662,-8.084988396619956
391,SVR,95,0.1,sigmoid,-10.218659188431335,-5.805593131222778,-6.135743377198063,-9.374702466138555,-8.868717500059256
392,SVR,95,0.2,sigmoid,-10.218659188431339,-5.805593131222778,-6.135743377198063,-9.374702466138558,-8.868717500059262
393,SVR,95,0.3,sigmoid,-10.218659188431339,-5.805593131222778,-6.135743377198063,-9.374702466138558,-8.868714703089378
394,SVR,95,0.4,sigmoid,-10.21865918843134,-5.805593131222778,-6.135743377198063,-9.374702466138562,-8.868714703089378
395,SVR,95,0.5,sigmoid,-10.218659188431339,-5.805593131222778,-6.135743377198063,-9.374702466138558,-8.868714703089378
396,SVR,100,0.1,sigmoid,-11.328301734199517,-7.103623393610043,-7.991758166648822,-10.637679329052236,-10.010962588664977
397,SVR,100,0.2,sigmoid,-11.32830173419952,-7.103623393610043,-7.991758166648822,-10.637679329052242,-10.010959329567164
398,SVR,100,0.3,sigmoid,-11.32830173419952,-7.103623393610043,-7.991758166648822,-10.637679329052242,-10.010959329567164
399,SVR,100,0.4,sigmoid,-11.328301734199524,-7.103623393610043,-7.991758166648822,-10.637668217828804,-10.010959329567168
400,SVR,100,0.5,sigmoid,-11.32830173419952,-7.103623393610043,-7.991758166648822,-10.637668217828802,-10.010959329567164
